discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,sy_dist,pl_name
,2014,3.35373201,0.034,1.65,,33.76,615,,3789,264.993,
,2014,,,2.109,,43.71,,,3868,264.993,
,2014,3.35373823,,,,,,,3886,264.993,
,2014,,,1.924,,45.84,,,3783,264.993,
,2014,3.353707,0.036,2,,,689,,4081,264.993,
,2014,3.354,,2.11,37.9,,,,,264.993,
,2014,3.35373139,,,,,,,3886,264.993,
,2014,6.87749137,,2.1,,13.39,,,3886,264.993,
,2014,6.87745863,,,,,,,3886,264.993,
,2014,6.8774499,0.0558,2.02,,13.34,487,,3807,264.993,
,2014,6.87745,0.06,2.13,,,,,4258,264.993,
,2014,6.877458,0.058,2.32,,,543,,4081,264.993,
,2014,6.87744603,,,,,,,3886,264.993,
,2014,6.8774499,,2.31,,,,,3973,264.993,
,2014,,,2.392,,17.58,,,3783,264.993,
,2014,6.877,,2.5,,16.52,,,3878,264.993,
,2014,6.8774499,0.0558,2.02,,13.34,487,,3807,264.993,
,2014,6.87744603,0.0549,2.05,,12.95,484,,3789,264.993,
,2014,6.877,,,,,,,,264.993,
,2014,6.8774499,0.0558,2.02,,13.34,487,,3807,264.993,
,2014,,,2.652,,16.78,,,3868,264.993,
,2014,6.87744623,,,,,,,3886,264.993,
,2014,28.464515,0.154,2.27,,,,,4258,264.993,
,2014,28.46462622,,2.31,,,,,3973,264.993,
,2014,28.46464804,,,,,,,3886,264.993,
,2014,28.46459193,,,,,,,3886,264.993,
,2014,28.463,,2.22,,2.49,,,3878,264.993,
,2014,28.46462622,0.1439,2.01,,2.01,303,,3807,264.993,
,2014,28.46462622,0.1439,2.01,,2.01,303,,3807,264.993,
,2014,28.46462805,,,,,,,3886,264.993,
,2014,28.46416009,,1.93,,2.02,,,3886,264.993,
,2014,28.46462622,0.1439,2.01,,2.01,303,,3807,264.993,
,2014,,,2.18,,2.65,,,3783,264.993,
,2014,28.46464804,0.1415,1.87,,1.95,301,,3789,264.993,
,2014,,,2.35,,2.52,,,3868,264.993,
,2014,28.46381,0.15,2.31,,,337,,4081,264.993,
,2014,25.93399995,,,,,,,6005.31,851.87,
,2014,25.93406406,,,,,,,6005.31,851.87,
,2014,25.9340674,0.176,2.35,,59.04,707,,6322,851.87,
,2014,25.934138,0.18,2.55,,,,,6081,851.87,
,2014,25.9340674,0.176,2.35,,59.04,707,,6322,851.87,
,2014,25.9340674,,2.52,,,,,6060,851.87,
,2014,25.93422438,,,,,,,6005.31,851.87,
,2014,25.93406406,0.1749,2.48,,55.1,695,,5952,851.87,
,2014,25.9340674,0.176,2.35,,59.04,707,,6322,851.87,
,2014,,,2.564,,64.93,,,6097,851.87,
,2014,25.93416,0.179,2.9,,,699,,6314,851.87,
,2014,83.4463335,0.3835,2.52,,12.43,479,,6322,851.87,
,2014,83.446393,0.391,3.38,,,,,6081,851.87,
,2014,83.4463335,0.3835,2.52,,12.43,479,,6322,851.87,
,2014,83.44647143,,,,,,,6005.31,851.87,
,2014,83.4463485,,,,,,,6005.31,851.87,
,2014,83.4463335,,2.65,,,,,6060,851.87,
,2014,83.4463485,0.3813,2.73,,11.59,471,,5952,851.87,
,2014,,,2.824,,13.66,,,6097,851.87,
,2014,83.4463335,0.3835,2.52,,12.43,479,,6322,851.87,
,2014,83.4421,0.389,3.1,,,474,,6314,851.87,
,2014,83.44629501,,,,,,,6005.31,851.87,
,2014,5.326679,0.06,2.67,,,951,,5602,2257.32,
,2014,5.32670215,,2.32,,,,,5509,2257.32,
,2014,5.32667299,0.0601,2.26,,242.97,1007,,5831,2257.32,
,2014,5.326718,0.061,2.47,,,,,5847,2257.32,
,2014,5.32670215,0.0601,2.45,,242.97,1007,,5831,2257.32,
,2014,5.32667299,,,,,,,5471,2257.32,
,2014,5.32670215,0.0601,2.45,,242.97,1007,,5831,2257.32,
,2014,5.32670215,0.0601,2.45,,242.97,1007,,5831,2257.32,
,2014,,,4.217,,730.77,,,5619,2257.32,
,2014,5.32662868,,,,,,,5471,2257.32,
,2014,5.32666987,,,,,,,5471,2257.32,
,2014,8.127899,0.081,1.69,,,,,5847,2257.32,
,2014,8.12810877,0.0796,1.62,,138.51,875,,5831,2257.32,
,2014,8.12810877,0.0796,1.62,,138.51,875,,5831,2257.32,
,2014,8.12810877,,1.58,,,,,5509,2257.32,
,2014,,,2.588,,416.58,,,5619,2257.32,
,2014,8.12810877,0.0796,1.62,,138.51,875,,5831,2257.32,
,2014,8.1280933,,,,,,,5471,2257.32,
,2014,8.1281,0.08,1.7,,,824,,5602,2257.32,
,2014,8.12799259,,,,,,,5471,2257.32,
,2014,8.1280933,0.0796,1.39,,138.51,875,,5831,2257.32,
,2011,15.3348,0.118,4,2895.31,,,,5400,1044.36,
,2011,15.335,,5.85,41.8,,,,,1044.36,
,2011,15.335244,0.121,5.72,,,656,,5399,1044.36,
,2011,15.33525912,0.1201,4.94,,37.16,630,,5325,1044.36,
,2011,,,4.652,,28.68,,,5264,1044.36,
,2011,15.33525912,,4.85,,,,,5294,1044.36,
,2011,15.33528675,0.1179,5,,32.67,610,,5251,1044.36,
,2011,15.33527467,,,,,,,5399,1044.36,
,2011,15.33528675,,,,,,,5399,1044.36,
,2011,15.33525912,0.1201,4.94,,37.16,630,,5325,1044.36,
,2011,15.33525912,0.1201,4.94,,37.16,630,,5325,1044.36,
,2011,31.33050622,,7.17,,,,,5294,1044.36,
,2011,31.33046135,0.1898,6.5,,12.61,481,,5251,1044.36,
,2011,31.33046537,,,,,,,5399,1044.36,
,2011,31.330554,0.194,7.34,,,518,,5399,1044.36,
,2011,31.33,,7.17,21.2,,,,,1044.36,
,2011,31.33046135,,,,,,,5399,1044.36,
,2011,31.33050622,0.1934,7.24,,14.33,496,,5325,1044.36,
,2011,31.33050622,0.1934,7.24,,14.33,496,,5325,1044.36,
,2011,31.3309,0.191,4.9,4385.87,,,,5400,1044.36,
,2011,,,6.056,,11.07,,,5264,1044.36,
,2011,31.33050622,0.1934,7.24,,14.33,496,,5325,1044.36,
,2021,6.54626149,,,,,,,5399,1044.36,
,2021,6.54625953,,,,,,,5399,1044.36,
,2021,6.54626058,0.0681,2.83,,115.56,836,,5325,1044.36,
,2021,6.54626149,0.0668,2.19,,101.78,810,,5251,1044.36,
,2021,6.546303,0.068,2.8,,,876,,5399,1044.36,
,2021,6.54628992,,2.706,,,,,5251,1044.36,
,2021,6.54626058,0.0681,2.83,,115.56,836,,5325,1044.36,
,2021,6.54626058,0.0681,2.83,,115.56,836,,5325,1044.36,
,2014,11.47613,0.105,1.87,,,990,,6419,948.781,
,2014,,,1.835,,178.36,,,6099,948.781,
,2014,11.476094,0.107,2.01,,,,,6067,948.781,
,2014,11.47609015,0.1045,2.07,,221.34,984,,6071,948.781,
,2014,11.47609015,,,,,,,6142,948.781,
,2014,11.47621175,,,,,,,6142,948.781,
,2014,11.4761013,,1.92,,,,,6127,948.781,
,2014,11.4761013,0.1045,1.83,,237.05,1001,,6432,948.781,
,2014,11.4761013,0.1045,1.83,,237.05,1001,,6432,948.781,
,2014,11.47598101,,,,,,,6142,948.781,
,2014,11.4761013,0.1045,1.83,,237.05,1001,,6432,948.781,
,2014,25.26271648,,,,,,,6142,948.781,
,2014,25.2629,0.178,1.59,,,760,,6419,948.781,
,2014,25.2630268,,1.62,,,,,6127,948.781,
,2014,25.2630268,0.1768,1.5,,82.82,769,,6432,948.781,
,2014,25.262887,0.18,1.77,,,,,6067,948.781,
,2014,25.2630467,,,,,,,6142,948.781,
,2014,,,1.516,,62.24,,,6099,948.781,
,2014,25.26274411,,,,,,,6142,948.781,
,2014,25.2630268,0.1768,1.5,,82.82,769,,6432,948.781,
,2014,25.2630467,0.1769,1.71,,77.24,756,,6071,948.781,
,2014,25.2630268,0.1768,1.5,,82.82,769,,6432,948.781,
,2014,10.43547031,0.0881,1.22,,78.35,759,,5528,404.542,
,2014,10.43549,0.091,1.46,,,830,,5759,404.542,
,2014,10.43541553,,,,,,,5645.65,404.542,
,2014,10.43547031,,,,,,,5645.65,404.542,
,2014,5.21773516,,,,,,,5645.65,404.542,
,2014,5.217738,0.056,0.89,,,,,5524,404.542,
,2014,10.43547805,0.0875,1.32,,86.68,778,,5516,404.542,
,2014,,,1.229,,75.96,,,5470,404.542,
,2014,10.43547805,,1.23,,,,,5555,404.542,
,2014,10.43547805,0.0875,1.32,,86.68,778,,5516,404.542,
,2014,10.43547805,0.0875,1.32,,86.68,778,,5516,404.542,
,2014,7.41084384,,,,,,,5645.65,404.542,
,2014,7.41084314,,,,,,,5645.65,404.542,
,2014,7.410935,0.071,1,,,,,5524,404.542,
,2014,7.41091954,,,,,,,5645.65,404.542,
,2014,7.41086267,0.0697,1.02,,136.61,872,,5516,404.542,
,2014,7.41086267,,0.95,,,,,5555,404.542,
,2014,7.41084314,0.0702,0.94,,123.4,850,,5528,404.542,
,2014,7.41086267,0.0697,1.02,,136.61,872,,5516,404.542,
,2014,7.41086267,0.0697,1.02,,136.61,872,,5516,404.542,
,2014,7.411038,0.072,1.15,,,933,,5759,404.542,
,2014,,,0.942,,119.63,,,5470,404.542,
,2016,5.24948,0.058,0.7,,,1039,,5759,404.542,
,2016,5.24972541,,0.66,,,,,5555,404.542,
,2016,5.24972541,0.0554,0.71,,216.24,978,,5516,404.542,
,2016,5.2496914,,,,,,,5645.65,404.542,
,2016,5.24970432,0.0558,0.67,,195.3,954,,5528,404.542,
,2016,5.24972541,0.0554,0.71,,216.24,978,,5516,404.542,
,2016,5.24972541,0.0554,0.71,,216.24,978,,5516,404.542,
,2016,,,0.669,,189.34,,,5470,404.542,
,2016,5.24970432,,,,,,,5645.65,404.542,
,2014,2.9713483,,,,,,,5528.34,889.608,
,2014,,,1.871,,801.74,,,5439,889.608,
,2014,2.971353,0.038,1.43,,,,,5297,889.608,
,2014,2.971365,0.037,1.3,,,1114,,5289,889.608,
,2014,2.971,,1.31,78,,,,,889.608,
,2014,2.9713641,,1.46,,,,,5605,889.608,
,2014,2.97136658,,,,,,,5528.34,889.608,
,2014,2.9713641,0.0372,1.33,,367.82,1117,,5300,889.608,
,2014,2.97136658,0.0386,1.52,,490.13,1200,,5334,889.608,
,2014,2.9713641,0.0372,1.33,,367.82,1117,,5300,889.608,
,2014,2.9713641,0.0372,1.33,,367.82,1117,,5300,889.608,
,2014,6.05729966,0.062,1.94,,189.98,947,,5334,889.608,
,2014,6.05729966,,,,,,,5528.34,889.608,
,2014,6.057428,0.06,1.7,,,875,,5289,889.608,
,2014,,,2.378,,310.76,,,5439,889.608,
,2014,6.05730524,0.0598,1.67,,142.34,881,,5300,889.608,
,2014,6.05730524,0.0598,1.67,,142.34,881,,5300,889.608,
,2014,6.057342,0.061,1.79,,,,,5297,889.608,
,2014,6.05730524,0.0598,1.67,,142.34,881,,5300,889.608,
,2014,6.05730524,,1.87,,,,,5605,889.608,
,2014,6.05733165,,,,,,,5528.34,889.608,
,2014,6.057,,1.63,97.8,,,,,889.608,
,2014,6.05733984,,,,,,,5528.34,889.608,
,2014,10.93725572,,,,,,,5528.34,889.608,
,2014,10.93725945,,,,,,,5528.34,889.608,
,2014,10.93725572,0.092,2.41,,86.28,777,,5334,889.608,
,2014,10.93730071,0.0887,1.76,,64.7,723,,5300,889.608,
,2014,10.93735256,,,,,,,5528.34,889.608,
,2014,10.93730071,,2,,,,,5605,889.608,
,2014,10.93711,0.089,2,,,718,,5289,889.608,
,2014,10.937304,0.091,2.25,,,,,5297,889.608,
,2014,10.93730071,0.0887,1.76,,64.7,723,,5300,889.608,
,2014,10.93730071,0.0887,1.76,,64.7,723,,5300,889.608,
,2014,,,2.962,,141.13,,,5439,889.608,
,2014,,,1.521,,285.64,,,5217,713.964,
,2014,2.93652697,0.0369,1.55,,437.7,1167,,5627,713.964,
,2014,2.93652697,0.0369,1.55,,437.7,1167,,5627,713.964,
,2014,2.93653227,,,,,,,5441,713.964,
,2014,2.93652734,,,,,,,5441,713.964,
,2014,2.93652697,,1.7,,,,,5584,713.964,
,2014,2.93652697,0.0369,1.55,,437.7,1167,,5627,713.964,
,2014,2.93652734,0.0383,1.92,,505.22,1209,,5359,713.964,
,2014,2.936497,0.039,1.79,,,1201,,5682,713.964,
,2014,2.936532,0.037,1.5,,,,,5626,713.964,
,2014,8.01494715,0.0721,1.65,,114.65,835,,5627,713.964,
,2014,8.01500821,,,,,,,5441,713.964,
,2014,8.01497676,,,,,,,5441,713.964,
,2014,8.01497514,,,,,,,5441,713.964,
,2014,8.01494715,0.0721,1.65,,114.65,835,,5627,713.964,
,2014,8.014957,0.076,1.63,,,860,,5682,713.964,
,2014,8.01500821,0.0748,2,,132.46,865,,5359,713.964,
,2014,8.01494715,,1.9,,,,,5584,713.964,
,2014,8.014927,0.073,1.98,,,,,5626,713.964,
,2014,,,1.584,,74.89,,,5217,713.964,
,2014,8.01494715,0.0721,1.65,,114.65,835,,5627,713.964,
,2014,11.63505917,,,,,,,5668.23,1333.62,
,2014,11.63486009,0.1011,2.61,,201.96,961,,5570,1333.62,
,2014,,,2.137,,147.81,,,5684,1333.62,
,2014,11.634864,0.1002,1.8,,118.95,842,,6020,1333.62,
,2014,11.634864,0.1002,1.8,,118.95,842,,6020,1333.62,
,2014,11.63486009,,,,,,,5668.23,1333.62,
,2014,11.634864,,1.92,,,,,5954,1333.62,
,2014,11.634788,0.101,1.54,,,,,6023,1333.62,
,2014,11.634864,0.1002,1.8,,118.95,842,,6020,1333.62,
,2014,33.197861,0.204,1.84,,,,,6023,1333.62,
,2014,33.1981054,0.2015,1.95,,29.41,594,,6020,1333.62,
,2014,33.1981054,,2.18,,,,,5954,1333.62,
,2014,33.1981054,0.2015,1.95,,29.41,594,,6020,1333.62,
,2014,33.1981761,,,,,,,5668.23,1333.62,
,2014,,,2.631,,36.52,,,5684,1333.62,
,2014,33.1981761,0.2034,3.21,,49.9,678,,5570,1333.62,
,2014,33.19790974,,,,,,,5668.23,1333.62,
,2014,33.197205,,,,,,,5668.23,1333.62,
,2014,33.1981054,0.2015,1.95,,29.41,594,,6020,1333.62,
,2014,10.30080543,,,,,,,6222,2034.25,
,2014,10.30065512,,2.25,,,,,6193,2034.25,
,2014,,,2.423,,311.76,,,6179,2034.25,
,2014,10.30067919,,,,,,,6222,2034.25,
,2014,10.30109,0.098,1.89,,,976,,6495,2034.25,
,2014,10.30065512,0.1022,2.25,,257.24,1021,,6535,2034.25,
,2014,10.300682,0.098,2.34,,,,,6165,2034.25,
,2014,10.30065512,0.1022,2.25,,257.24,1021,,6535,2034.25,
,2014,10.30067919,0.0951,2.2,,251.55,1015,,6157,2034.25,
,2014,10.30065512,0.1022,2.25,,257.24,1021,,6535,2034.25,
,2014,16.08832318,0.1281,3.42,,138.64,875,,6157,2034.25,
,2014,16.08832318,,,,,,,6222,2034.25,
,2014,16.08831829,0.1375,3.32,,142.11,881,,6535,2034.25,
,2014,16.08819979,,,,,,,6222,2034.25,
,2014,16.08815621,,,,,,,6222,2034.25,
,2014,16.08831829,0.1375,3.32,,142.11,881,,6535,2034.25,
,2014,16.08831829,,3.36,,,,,6193,2034.25,
,2014,16.08831829,0.1375,3.32,,142.11,881,,6535,2034.25,
,2014,16.08821,0.133,2.84,,,838,,6495,2034.25,
,2014,,,3.778,,171.82,,,6179,2034.25,
,2014,16.088134,0.132,3.38,,,,,6165,2034.25,
,2014,35.67449258,,,,,,,6222,2034.25,
,2014,35.6756,0.225,2.8,,,644,,6495,2034.25,
,2014,35.6756963,0.2338,3.08,,49.15,675,,6535,2034.25,
,2014,35.6757453,0.2178,3.02,,47.96,671,,6157,2034.25,
,2014,35.6756963,0.2338,3.08,,49.15,675,,6535,2034.25,
,2014,35.6756963,,3.1,,,,,6193,2034.25,
,2014,,,3.328,,59.44,,,6179,2034.25,
,2014,35.676062,0.224,3.33,,,,,6165,2034.25,
,2014,35.6756963,0.2338,3.08,,49.15,675,,6535,2034.25,
,2014,35.67524129,,,,,,,6222,2034.25,
,2014,35.6757453,,,,,,,6222,2034.25,
,2014,14.12846178,,2.69,,,,,5833,1144.86,
,2014,14.12832044,,,,,,,5746,1144.86,
,2014,14.12846178,0.1181,2.64,,93.65,793,,6102,1144.86,
,2014,14.12847677,0.1159,2.73,,70.5,739,,5779,1144.86,
,2014,,,2.56,,58.59,,,5693,1144.86,
,2014,14.12843,0.116,2.4,,,767,,6057,1144.86,
,2014,14.12847677,,,,,,,5746,1144.86,
,2014,14.12841,0.119,2.87,,,,,6105,1144.86,
,2014,14.12846178,0.1181,2.64,,93.65,793,,6102,1144.86,
,2014,14.12846178,0.1181,2.64,,93.65,793,,6102,1144.86,
,2014,14.12853811,,,,,,,5746,1144.86,
,2013,31.8841569,0.2032,3.15,,31.63,605,,6102,1144.86,
,2013,31.8841473,,,,,,,5746,1144.86,
,2013,31.8841569,0.2032,3.15,,31.63,605,,6102,1144.86,
,2013,31.8841473,0.1994,3.7,,23.82,563,,5779,1144.86,
,2013,31.8841569,0.2032,3.15,,31.63,605,,6102,1144.86,
,2013,31.8841569,,3.15,,,,,5833,1144.86,
,2013,31.88293,0.2,2.9,,,584,,6057,1144.86,
,2013,31.884,,2.9,16.6,,,,,1144.86,
,2013,31.884,,2.83,25.2,,,,,1144.86,
,2013,31.88355187,,,,,,,5746,1144.86,
,2013,,,3.469,,19.79,,,5693,1144.86,
,2013,48.646,,2.74,18.4,,,,,1144.86,
,2013,48.648,,2.8,16.3,,,,,1144.86,
,2013,48.6476601,,2.59,,,,,5833,1144.86,
,2013,48.6478543,0.2642,4.14,,13.57,489,,5779,1144.86,
,2013,48.64704652,,,,,,,5746,1144.86,
,2013,,,3.882,,11.27,,,5693,1144.86,
,2013,48.6478543,,,,,,,5746,1144.86,
,2013,48.6541,0.265,2.8,,,507,,6057,1144.86,
,2013,48.6476601,0.2694,2.58,,18,525,,6102,1144.86,
,2013,48.6476601,0.2694,2.58,,18,525,,6102,1144.86,
,2013,48.64703539,,,,,,,5746,1144.86,
,2013,48.6476601,0.2694,2.58,,18,525,,6102,1144.86,
,2013,17.3240688,,,,,,,5914,976.643,
,2013,17.32417247,0.1363,2.96,,171.81,923,,5941,976.643,
,2013,17.32417247,0.1363,2.96,,171.81,923,,5941,976.643,
,2013,17.324,,2.92,78.1,,,,,976.643,
,2013,17.32417247,,2.73,,,,,6061,976.643,
,2013,17.32419108,,,,,,,5914,976.643,
,2013,17.32405491,,,,,,,5914,976.643,
,2013,17.32417247,0.1363,2.96,,171.81,923,,5941,976.643,
,2013,,,2.994,,198.25,,,6065,976.643,
,2013,17.32419108,0.1385,3.14,,204.1,964,,5968,976.643,
,2013,17.3244,0.139,2.92,,,903,,5946,976.643,
,2013,17.324,,2.92,87.3,,,,,976.643,
,2013,,,2.984,,83.9,,,6065,976.643,
,2013,33.006,,3.36,39.6,,,,,976.643,
,2013,33.006,,3.36,64.2,,,,,976.643,
,2013,33.0063025,0.2095,2.79,,72.72,745,,5941,976.643,
,2013,33.0063025,0.2095,2.79,,72.72,745,,5941,976.643,
,2013,33.0063185,,,,,,,5914,976.643,
,2013,33.00669147,,,,,,,5914,976.643,
,2013,33.0063185,0.2129,3.13,,86.38,778,,5968,976.643,
,2013,33.0063025,0.2095,2.79,,72.72,745,,5941,976.643,
,2013,33.0063025,,2.64,,,,,6061,976.643,
,2013,33.0059,0.214,3.36,,,728,,5946,976.643,
,2013,33.00622327,,,,,,,5914,976.643,
,2014,30.159863,0.2068,4.23,,111.86,829,,4991,443.03,
,2014,30.16012,0.195,2.94,,,693,,5128,443.03,
,2014,30.159863,,3.89,,,,,4989,443.03,
,2014,30.15862717,,,,,,,4904.79,443.03,
,2014,30.159863,0.2068,4.23,,111.86,829,,4991,443.03,
,2014,30.16021152,,,,,,,4904.79,443.03,
,2014,30.160546,0.207,4.07,,,,,4991,443.03,
,2014,30.1599411,0.213,4.54,,115.69,836,,5010,443.03,
,2014,30.15856,,4.59,,,,,4904.79,443.03,
,2014,30.159863,0.2068,4.23,,111.86,829,,4991,443.03,
,2014,30.1599411,,,,,,,4904.79,443.03,
,2014,,,4.207,,99.27,,,5002,443.03,
,2014,51.0771048,,,,,,,4904.79,443.03,
,2014,51.078775,0.294,3.59,,,,,4991,443.03,
,2014,51.0802,0.276,2.21,,,583,,5128,443.03,
,2014,51.075756,0.2938,3.36,,55.42,696,,4991,443.03,
,2014,51.075756,0.2938,3.36,,55.42,696,,4991,443.03,
,2014,,,3.391,,49.15,,,5002,443.03,
,2014,51.0851,,3.31,,,,,4904.79,443.03,
,2014,51.07464191,,,,,,,4904.79,443.03,
,2014,51.075756,,2.99,,,,,4989,443.03,
,2014,51.0771048,0.3027,3.66,,57.28,702,,5010,443.03,
,2014,51.07632364,,,,,,,4904.79,443.03,
,2014,51.075756,0.2938,3.36,,55.42,696,,4991,443.03,
,2014,12.30971679,0.1099,3.82,,350.46,1104,,6366,1037.4,
,2014,12.30971679,,,,,,,6689.45,1037.4,
,2014,12.3097136,,3.68,,,,,6488,1037.4,
,2014,12.309717,0.114,2.6,,,996,,6779,1037.4,
,2014,12.30966003,,,,,,,6689.45,1037.4,
,2014,12.30948895,,,,,,,6689.45,1037.4,
,2014,12.3097136,0.1077,2.47,,185.73,941,,6781,1037.4,
,2014,12.309681,0.112,3.62,,,,,6363,1037.4,
,2014,12.3097136,0.1077,2.47,,185.73,941,,6781,1037.4,
,2014,,,3.219,,249.02,,,6363,1037.4,
,2014,12.3097136,0.1077,2.47,,185.73,941,,6781,1037.4,
,2013,35.7355719,0.2191,3.57,,44.88,660,,6781,1037.4,
,2013,35.7353616,0.2236,5.47,,84.66,774,,6366,1037.4,
,2013,35.7353616,,,,,,,6689.45,1037.4,
,2013,35.736,,4.3,49.4,,,,,1037.4,
,2013,35.74113,0.232,4.3,,,699,,6779,1037.4,
,2013,35.7355719,0.2191,3.57,,44.88,660,,6781,1037.4,
,2013,35.73432746,,,,,,,6689.45,1037.4,
,2013,,,4.611,,60.16,,,6363,1037.4,
,2013,35.735,,5.5,7.4,,,,,1037.4,
,2013,35.7355719,0.2191,3.57,,44.88,660,,6781,1037.4,
,2013,35.7355719,,5.61,,,,,6488,1037.4,
,2013,54.4205407,,,,,,,6689.45,1037.4,
,2013,54.4205407,0.2901,3.2,,25.6,574,,6781,1037.4,
,2013,54.414,,4.3,4.5,,,,,1037.4,
,2013,54.414,,3.1,37.5,,,,,1037.4,
,2013,54.3995,0.307,3.1,,,607,,6779,1037.4,
,2013,54.4205407,0.2901,3.2,,25.6,574,,6781,1037.4,
,2013,54.4205407,,4.76,,,,,6488,1037.4,
,2013,54.41605504,,,,,,,6689.45,1037.4,
,2013,54.4205407,0.2901,3.2,,25.6,574,,6781,1037.4,
,2013,,,4.285,,35.74,,,6363,1037.4,
,2011,5.91227323,0.0537,1.73,,27.72,585,,4072,438.359,
,2011,5.9123,0.062,3.6,479.9,,,,4590,438.359,
,2011,5.9122683,0.0537,1.92,,27.72,585,,4072,438.359,
,2011,5.9122683,,2.41,,,,,4690,438.359,
,2011,5.9122683,0.0537,1.92,,27.72,585,,4072,438.359,
,2011,5.9122683,0.0537,1.92,,27.72,585,,4072,438.359,
,2011,5.912,,2.93,8.8,,,,,438.359,
,2011,5.91227219,,,,,,,4660.99,438.359,
,2011,5.912262,0.056,2.17,,,694,,4663,438.359,
,2011,5.91227323,,,,,,,4660.99,438.359,
,2011,5.91212988,0.05375,1.86,,,583,M0 V,4072,438.359,
,2011,,,1.971,,62.58,,,4674,438.359,
,2011,8.98596954,0.07106,1.73,,,507,M0 V,4072,438.359,
,2011,8.986,,2.77,10.9,,,,,438.359,
,2011,8.9857,0.074,2.02,,,604,,4663,438.359,
,2011,8.98584768,,2.41,,,,,4690,438.359,
,2011,8.98581901,,,,,,,4660.99,438.359,
,2011,8.98584768,0.071,1.94,,15.86,509,,4072,438.359,
,2011,8.98584768,0.071,1.94,,15.86,509,,4072,438.359,
,2011,,,1.879,,35.9,,,4674,438.359,
,2011,8.985847,,,,,,,4660.99,438.359,
,2011,8.98581901,0.0709,1.65,,15.9,509,,4072,438.359,
,2011,8.98584768,0.071,1.94,,15.86,509,,4072,438.359,
,2011,8.9858,0.081,3.4,432.23,,,,4590,438.359,
,2014,2.1395565,,1.52,,,,,5657,780.361,
,2014,2.139542,0.032,1.45,,,,,5744,780.361,
,2014,2.1395565,0.0318,1.42,,704.45,1314,,5741,780.361,
,2014,2.1395565,0.0318,1.42,,704.45,1314,,5741,780.361,
,2014,2.1395563,0.0317,1.76,,974.3,1425,,5534,780.361,
,2014,,,1.613,,821.89,,,5541,780.361,
,2014,2.13955119,,,,,,,5451.96,780.361,
,2014,2.1395563,,,,,,,5451.96,780.361,
,2014,2.139564,0.032,1.4,,,1311,,5738,780.361,
,2014,2.1395565,0.0318,1.42,,704.45,1314,,5741,780.361,
,2014,2.13953869,,,,,,,5451.96,780.361,
,2014,4.80710325,,,,,,,5451.96,780.361,
,2014,4.80709959,0.0545,1.84,,239.83,1004,,5741,780.361,
,2014,4.80709959,0.0545,1.84,,239.83,1004,,5741,780.361,
,2014,4.80710342,,,,,,,5451.96,780.361,
,2014,4.80709959,0.0545,1.84,,239.83,1004,,5741,780.361,
,2014,4.80709959,,2.04,,,,,5657,780.361,
,2014,4.80709998,,,,,,,5451.96,780.361,
,2014,4.807091,0.056,2.01,,,,,5744,780.361,
,2014,,,2.708,,279.08,,,5541,780.361,
,2014,4.80710325,0.0544,2.96,,330.84,1088,,5534,780.361,
,2014,4.807078,0.055,2.41,,,1000,,5738,780.361,
,2014,14.64613058,0.1166,2.22,,54.95,694,,5717,1745.45,
,2014,14.64627064,0.1166,2.33,,54.95,694,,5717,1745.45,
,2014,14.64627064,,2.41,,,,,5623,1745.45,
,2014,14.64633684,,,,,,,5461,1745.45,
,2014,14.64627064,0.1166,2.33,,54.95,694,,5717,1745.45,
,2014,14.64613,0.115,2.2,,,676,,5675,1745.45,
,2014,14.64614111,,,,,,,5461,1745.45,
,2014,,,3.245,,118.25,,,5723,1745.45,
,2014,14.64627064,0.1166,2.33,,54.95,694,,5717,1745.45,
,2014,14.646008,0.117,2.82,,,,,5723,1745.45,
,2014,14.64613058,,,,,,,5461,1745.45,
,2014,,,7.747,,35.2,,,5723,1745.45,
,2014,36.33730238,,5.67,,,,,5623,1745.45,
,2014,36.337373,0.215,5.31,,,,,5723,1745.45,
,2014,36.33730238,0.2137,5.39,,16.36,513,,5717,1745.45,
,2014,36.33755487,,,,,,,5461,1745.45,
,2014,36.33750453,0.2137,5.3,,16.36,513,,5717,1745.45,
,2014,36.33730238,0.2137,5.39,,16.36,513,,5717,1745.45,
,2014,36.33750453,,,,,,,5461,1745.45,
,2014,36.33730238,0.2137,5.39,,16.36,513,,5717,1745.45,
,2014,36.33725707,,,,,,,5461,1745.45,
,2014,36.33767,0.211,4.9,,,499,,5675,1745.45,
,2021,148.2722671,0.5456,4.52,,2.51,321,,5717,1745.45,
,2021,148.2682,0.538,18,,,313,,5675,1745.45,
,2021,148.272013,,,,,,,5461,1745.45,
,2021,148.272013,0.5456,4.3,,2.51,321,,5717,1745.45,
,2021,148.2720032,,5.937,,,,,5717,1745.45,
,2021,148.2722671,0.5456,4.52,,2.51,321,,5717,1745.45,
,2021,148.2722671,0.5456,4.52,,2.51,321,,5717,1745.45,
,2021,148.2722864,,,,,,,5461,1745.45,
,2014,9.2206889,0.0852,1.04,,134.48,868,,6102,1337.61,
,2014,9.2206889,0.0852,1.04,,134.48,868,,6102,1337.61,
,2014,9.22123,0.088,1.29,,,910,,6144,1337.61,
,2014,9.220524,0.082,1.01,,,,,5602,1337.61,
,2014,9.2207691,,,,,,,5848,1337.61,
