discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,sy_dist,pl_name
,2014,9.2206889,,1.07,,,,,5699,1337.61,
,2014,9.2206889,0.0852,1.04,,134.48,868,,6102,1337.61,
,2014,,,1.363,,195.94,,,5656,1337.61,
,2014,9.22046636,,,,,,,5848,1337.61,
,2014,9.2207691,0.0796,1.02,,105.63,817,,5600,1337.61,
,2014,13.6396648,,,,,,,5848,1337.61,
,2014,13.639525,0.1106,1.22,,79.81,762,,6102,1337.61,
,2014,13.639525,0.1106,1.22,,79.81,762,,6102,1337.61,
,2014,13.639525,0.1106,1.22,,79.81,762,,6102,1337.61,
,2014,13.638723,0.106,1.2,,,,,5602,1337.61,
,2014,13.639525,,1.26,,,,,5699,1337.61,
,2014,13.6382298,,,,,,,5848,1337.61,
,2014,13.63894,0.115,1.33,,,796,,6144,1337.61,
,2014,13.6396648,0.1034,1.1,,62.6,717,,5600,1337.61,
,2014,,,1.471,,116.12,,,5656,1337.61,
,2013,24.80568031,,2.33,,,,,5699,1337.61,
,2013,24.805734,,,,,,,5848,1337.61,
,2013,24.80446,0.171,2.46,,,653,,6144,1337.61,
,2013,24.8056775,0.154,2.16,,28.22,588,,5600,1337.61,
,2013,24.80568031,0.1648,2.3,,35.94,624,,6102,1337.61,
,2013,24.806,,2.46,61,,,,,1337.61,
,2013,24.80568031,0.1648,2.3,,35.94,624,,6102,1337.61,
,2013,24.80568031,0.1648,2.3,,35.94,624,,6102,1337.61,
,2013,24.80565653,,,,,,,5848,1337.61,
,2013,24.8056775,,,,,,,5848,1337.61,
,2013,,,2.878,,52.35,,,5656,1337.61,
,2013,44.3470995,0.2427,2.59,,16.57,515,,6102,1337.61,
,2013,44.347,,3.1,56.2,,,,,1337.61,
,2013,44.3471936,,,,,,,5848,1337.61,
,2013,44.3470995,,2.63,,,,,5699,1337.61,
,2013,44.3471936,0.2269,2.45,,13,484,,5600,1337.61,
,2013,44.3470995,0.2427,2.59,,16.57,515,,6102,1337.61,
,2013,44.34713,0.252,3.1,,,538,,6144,1337.61,
,2013,44.34738481,,,,,,,5848,1337.61,
,2013,44.3470995,0.2427,2.59,,16.57,515,,6102,1337.61,
,2013,44.34738006,,,,,,,5848,1337.61,
,2013,,,3.266,,24.11,,,5656,1337.61,
,2014,,,3.063,,14.57,,,4141,468.094,
,2014,11.00817635,0.0816,2.15,,13.39,488,,4141,468.094,
,2014,11.00815926,0.0884,3.25,,43.04,653,,5189,468.094,
,2014,11.00823021,0.08852,3.44,,,651,,5189,468.094,
,2014,11.008121,0.082,2.77,,,501,,4327,468.094,
,2014,11.00815926,0.0884,3.25,,43.04,653,,5189,468.094,
,2014,11.00817635,,,,,,,4250,468.094,
,2014,11.00815926,,2.69,,,,,4251,468.094,
,2014,11.008163,,,,,,,4250,468.094,
,2014,11.008151,0.082,2.13,,,,,4351,468.094,
,2014,11.00815926,0.0884,3.25,,43.04,653,,5189,468.094,
,2014,11.00816627,,,,,,,4250,468.094,
,2014,,,2.371,,16.26,,,4141,468.094,
,2014,92.749023,0.3661,38.67,,2.51,321,,5189,468.094,
,2014,92.74935577,,,,,,,4250,468.094,
,2014,92.7495777,,,,,,,4250,468.094,
,2014,92.749023,,32.3,,,,,4251,468.094,
,2014,92.749023,0.3661,38.67,,2.51,321,,5189,468.094,
,2014,92.743711,0.341,1.82,,,,,4351,468.094,
,2014,92.749023,0.3661,38.67,,2.51,321,,5189,468.094,
,2014,92.74812144,,,,,,,4250,468.094,
,2014,92.7388,0.337,2.09,,,247,,4327,468.094,
,2014,,,2.311,,0.85,,,4141,468.094,
,2014,92.7495777,0.3378,1.87,,0.78,240,,4141,468.094,
,2014,,,2.055,,0.95,,,4141,468.094,
,2014,12.69902995,0.1032,2.44,,57.09,701,,5614,1031.95,
,2014,12.69905011,,,,,,,5366,1031.95,
,2014,12.69906,0.104,2.54,,,692,,5603,1031.95,
,2014,12.69905011,0.1019,2.62,,52.55,686,,5291,1031.95,
,2014,,,2.301,,38.37,,,5219,1031.95,
,2014,12.699149,0.104,2.24,,,,,5615,1031.95,
,2014,12.69902995,0.1032,2.44,,57.09,701,,5614,1031.95,
,2014,12.69906344,,,,,,,5366,1031.95,
,2014,12.6990485,,,,,,,5366,1031.95,
,2014,12.69902995,,2.57,,,,,5487,1031.95,
,2014,12.69902995,0.1032,2.44,,57.09,701,,5614,1031.95,
,2014,37.5140693,0.2125,2.8,,13.46,489,,5614,1031.95,
,2014,37.514456,0.213,2.61,,,,,5615,1031.95,
,2014,37.51391,0.214,2.34,,,483,,5603,1031.95,
,2014,37.5141963,,,,,,,5366,1031.95,
,2014,37.5142128,0.2099,2.68,,12.38,478,,5291,1031.95,
,2014,,,2.349,,9.04,,,5219,1031.95,
,2014,37.5142128,,,,,,,5366,1031.95,
,2014,37.5140693,0.2125,2.8,,13.46,489,,5614,1031.95,
,2014,37.5140693,,2.95,,,,,5487,1031.95,
,2014,37.5140693,0.2125,2.8,,13.46,489,,5614,1031.95,
,2014,37.51428788,,,,,,,5366,1031.95,
,2014,2.63385723,0.0359,1.4,,378.84,1125,,5400,824.31,
,2014,2.63385723,0.0359,1.4,,378.84,1125,,5400,824.31,
,2014,2.63385723,0.0359,1.4,,378.84,1125,,5400,824.31,
,2014,2.633867,0.036,1.34,,,,,5411,824.31,
,2014,2.63385253,0.0349,1.38,,387.43,1131,,5114,824.31,
,2014,2.633893,0.036,1.27,,,1092,,5381,824.31,
,2014,2.63385723,,1.41,,,,,5300,824.31,
,2014,,,1.354,,428.41,,,5296,824.31,
,2014,2.63385253,,,,,,,5282,824.31,
,2014,2.63386536,,,,,,,5282,824.31,
,2014,,,1.187,,137.07,,,5296,824.31,
,2014,6.18666218,0.0634,1.11,,121.47,847,,5400,824.31,
,2014,6.18670882,,,,,,,5282,824.31,
,2014,6.18666218,0.0634,1.11,,121.47,847,,5400,824.31,
,2014,6.18669653,,,,,,,5282,824.31,
,2014,6.18666218,,1.15,,,,,5300,824.31,
,2014,6.18666218,0.0634,1.11,,121.47,847,,5400,824.31,
,2014,6.18670882,0.0617,1.21,,123.96,851,,5114,824.31,
,2014,6.186676,0.064,1.12,,,,,5411,824.31,
,2014,6.18677,0.063,1.13,,,825,,5381,824.31,
,2014,,,1.273,,925.92,,,5559,1226.85,
,2014,1.796311,0.029,1.33,,,1489,,5969,1226.85,
,2014,1.79629794,,,,,,,5600,1226.85,
,2014,1.79632439,0.0289,1.37,,1122.23,1476,,5970,1226.85,
,2014,1.79632439,0.0289,1.37,,1122.23,1476,,5970,1226.85,
,2014,1.796302,0.027,1.24,,,,,5580,1226.85,
,2014,1.79632439,,1.39,,,,,5742,1226.85,
,2014,1.79632439,0.0289,1.37,,1122.23,1476,,5970,1226.85,
,2014,1.79632095,,,,,,,5600,1226.85,
,2014,1.79632095,0.0268,1.2,,827.82,1367,,5576,1226.85,
,2014,3.468073,0.0416,1.29,,343.57,1098,,5576,1226.85,
,2014,3.468073,,,,,,,5600,1226.85,
,2014,3.468095,0.042,1.37,,,,,5580,1226.85,
,2014,3.46808239,0.0448,1.47,,467,1186,,5970,1226.85,
,2014,3.46808239,,1.49,,,,,5742,1226.85,
,2014,3.46808239,0.0448,1.47,,467,1186,,5970,1226.85,
,2014,,,1.371,,384.29,,,5559,1226.85,
,2014,3.46808239,0.0448,1.47,,467,1186,,5970,1226.85,
,2014,3.468052,0.045,1.49,,,1196,,5969,1226.85,
,2014,3.46803445,,,,,,,5600,1226.85,
,2014,5.9142668,0.0594,1.31,,168.51,919,,5576,1226.85,
,2014,5.91428767,0.064,1.48,,228.83,992,,5970,1226.85,
,2014,5.91430094,,,,,,,5600,1226.85,
,2014,,,1.393,,188.48,,,5559,1226.85,
,2014,5.9142668,,,,,,,5600,1226.85,
,2014,5.91428767,,1.49,,,,,5742,1226.85,
,2014,5.91428767,0.064,1.48,,228.83,992,,5970,1226.85,
,2014,5.914323,0.061,1.33,,,,,5580,1226.85,
,2014,5.914256,0.065,1.46,,,995,,5969,1226.85,
,2014,5.91428767,0.064,1.48,,228.83,992,,5970,1226.85,
,2014,29.2215101,0.1857,1.79,,27.18,582,,5970,1226.85,
,2014,29.22126129,,,,,,,5600,1226.85,
,2014,29.2215101,0.1857,1.79,,27.18,582,,5970,1226.85,
,2014,29.2214959,,,,,,,5600,1226.85,
,2014,29.22123577,,,,,,,5600,1226.85,
,2014,,,1.921,,22.4,,,5559,1226.85,
,2014,29.22144,0.187,1.78,,,587,,5969,1226.85,
,2014,29.2214959,0.1723,1.81,,20.03,539,,5576,1226.85,
,2014,29.2215101,,1.79,,,,,5742,1226.85,
,2014,29.221289,0.176,1.77,,,,,5580,1226.85,
,2014,29.2215101,0.1857,1.79,,27.18,582,,5970,1226.85,
,2014,20.342199,0.145,2.33,,,,,5806,835.86,
,2014,20.34234237,,2.27,,,,,5648,835.86,
,2014,20.34237838,0.1422,2.88,,46.93,667,,5514,835.86,
,2014,20.34237838,,,,,,,5486.3,835.86,
,2014,20.34212338,,,,,,,5486.3,835.86,
,2014,20.34229,0.142,2.6,,,677,,5779,835.86,
,2014,20.34230286,,,,,,,5486.3,835.86,
,2014,20.34234237,0.1433,2.4,,50.51,680,,5800,835.86,
,2014,,,2.481,,35.75,,,5547,835.86,
,2014,20.34234237,0.1433,2.4,,50.51,680,,5800,835.86,
,2014,20.34234237,0.1433,2.4,,50.51,680,,5800,835.86,
,2014,44.851896,0.246,3.26,,,,,5806,835.86,
,2014,44.8520997,0.2409,3.35,,16.35,513,,5514,835.86,
,2014,,,2.881,,12.46,,,5547,835.86,
,2014,44.8521071,0.2428,3.5,,17.59,522,,5800,835.86,
,2014,44.8521071,0.2428,3.5,,17.59,522,,5800,835.86,
,2014,44.8521071,,3.3,,,,,5648,835.86,
,2014,44.8520997,,,,,,,5486.3,835.86,
,2014,44.8521071,0.2428,3.5,,17.59,522,,5800,835.86,
,2014,44.85199,0.241,3.1,,,520,,5779,835.86,
,2014,44.851978,,,,,,,5486.3,835.86,
,2014,6.09750607,,1.57,,,,,5837,1194.15,
,2014,6.09750607,0.0638,1.64,,307.62,1068,,5918,1194.15,
,2014,6.09741,0.067,1.64,,,1035,,5661,1194.15,
,2014,6.09747233,,,,,,,5670,1194.15,
,2014,6.09750607,0.0638,1.64,,307.62,1068,,5918,1194.15,
,2014,6.097326,0.065,1.67,,,,,5918,1194.15,
,2014,,,1.558,,247.3,,,5698,1194.15,
,2014,6.09742549,,,,,,,5670,1194.15,
,2014,6.09747233,0.0662,2.22,,485.84,1197,,5661,1194.15,
,2014,6.09750607,0.0638,1.64,,307.62,1068,,5918,1194.15,
,2014,19.305772,0.14,2.85,,,,,5918,1194.15,
,2014,,,2.813,,53.15,,,5698,1194.15,
,2014,19.30577159,0.1375,3.03,,66.23,728,,5918,1194.15,
,2014,19.30563,0.145,3.08,,,703,,5661,1194.15,
,2014,19.30581662,0.1428,4,,104.41,815,,5661,1194.15,
,2014,19.30576136,,,,,,,5670,1194.15,
,2014,19.30577159,,2.91,,,,,5837,1194.15,
,2014,19.30581662,,,,,,,5670,1194.15,
,2014,19.30577159,0.1375,3.03,,66.23,728,,5918,1194.15,
,2014,19.30572737,,,,,,,5670,1194.15,
,2014,19.30577159,0.1375,3.03,,66.23,728,,5918,1194.15,
,2014,,,2.59,,12.66,,,5698,1194.15,
,2014,56.6388791,0.2818,3.62,,15.77,508,,5918,1194.15,
,2014,56.6388791,0.2818,3.62,,15.77,508,,5918,1194.15,
,2014,56.637918,,,,,,,5670,1194.15,
,2014,56.63849917,,,,,,,5670,1194.15,
,2014,56.633742,0.287,2.67,,,,,5918,1194.15,
,2014,56.6344,0.296,2.87,,,492,,5661,1194.15,
,2014,56.6388791,0.2818,3.62,,15.77,508,,5918,1194.15,
,2014,56.6388791,,3.53,,,,,5837,1194.15,
,2014,56.637918,0.2926,3.68,,24.87,570,,5661,1194.15,
,2014,34.545,0.21,2.15,7.3,,,,5990,704.438,
,2014,34.543901,0.212,2.43,,,,,5930,704.438,
,2014,34.5439452,0.2075,2.67,,32.02,607,,5933,704.438,
,2014,,,2.423,,27.37,,,5989,704.438,
,2014,34.5438464,0.2182,3.41,,74.61,750,,6279,704.438,
,2014,34.54398442,,,,,,,5968.88,704.438,
,2014,34.5439452,,,,,,,5968.88,704.438,
,2014,34.54390732,,,,,,,5968.88,704.438,
,2014,34.5438464,,2.45,,,,,6001,704.438,
,2014,34.5438464,0.2182,3.41,,74.61,750,,6279,704.438,
,2014,34.5438464,0.2182,3.41,,74.61,750,,6279,704.438,
,2014,34.54363,0.219,3.8,,,755,,6260,704.438,
,2014,125.8654019,,,,,,,5968.88,704.438,
,2014,125.8654339,0.5166,18.17,,13.31,487,,6279,704.438,
,2014,125.8652654,,,,,,,5968.88,704.438,
,2014,125.865,,11.545,133.4886,,,,6326,704.438,
,2014,125.866438,0.502,13.04,,,,,5930,704.438,
,2014,,,11.208,,4.88,,,5989,704.438,
,2014,125.8654339,0.5166,18.17,,13.31,487,,6279,704.438,
,2014,125.8654339,,12.77,,,,,6001,704.438,
,2014,125.8518,0.51,11.59,132,,,,5990,704.438,
,2014,125.8654339,0.5166,18.17,,13.31,487,,6279,704.438,
,2014,125.86546,0.518,18.6,,,491,,6260,704.438,
,2014,125.8654019,0.4913,12.37,,5.71,394,,5933,704.438,
,2014,66.0634,0.33,2.68,4,,,,5990,704.438,
,2011,10.3392924,0.092,2783.7,,85.83,776,,5716,832.532,
,2011,10.3392408,,,,,,,5358.15,832.532,
,2011,10.3392408,0.0919,2.98,,86.46,777,,5730,832.532,
,2011,10.3384,,3.35,4.51,96,,,5701,832.532,
,2011,10.3392924,,,,,,,5358.15,832.532,
,2011,10.3392385,,,,,,,5358.15,832.532,
,2011,10.3392924,0.092,2783.7,,85.83,776,,5716,832.532,
,2011,10.3392924,0.092,2783.7,,85.83,776,,5716,832.532,
,2011,,,2.557,,49.7,,,5378,832.532,
,2011,10.3376,0.09,3.6,127.1,,,,5750,832.532,
,2011,10.33974,,2.55,5,55.9,,,5378,832.532,
,2011,10.338082,0.094,3.8,,,825,,5966,832.532,
,2011,,,2.39,,35.52,,,5378,832.532,
,2011,13.28689074,,,,,,,5358.15,832.532,
,2011,13.2907,0.11,2.9,95.3,,,,5750,832.532,
,2011,13.28689074,0.1088,1226.4,,61.37,714,,5716,832.532,
,2011,13.2884,,3.14,4,69,,,5701,832.532,
,2011,13.28613,,2.34,4.5,34.4,,,5378,832.532,
,2011,13.28706214,,,,,,,5358.15,832.532,
,2011,13.28992,0.111,3.5,,,759,,5966,832.532,
,2011,13.28689997,0.1087,2.78,,61.8,715,,5730,832.532,
,2011,13.28689074,0.1088,1226.4,,61.37,714,,5716,832.532,
,2011,13.28689997,,,,,,,5358.15,832.532,
,2011,13.28689074,0.1088,1226.4,,61.37,714,,5716,832.532,
,2014,14.58932462,0.1103,2.18,,29.88,596,,5153,694.627,
,2014,14.589501,0.108,2.22,,,575,,5115,694.627,
,2014,14.58932462,0.1103,2.18,,29.88,596,,5153,694.627,
,2014,14.58932429,,,,,,,4881,694.627,
,2014,,,2.177,,22.64,,,4962,694.627,
,2014,14.58932462,,2.12,,,,,4958,694.627,
,2014,14.58917182,,,,,,,4881,694.627,
,2014,14.58932462,0.1103,2.18,,29.88,596,,5153,694.627,
,2014,14.58932429,0.1099,2.32,,29.53,594,,5142,694.627,
,2014,14.589347,0.11,2.25,,,,,5147,694.627,
,2014,14.58936813,,,,,,,4881,694.627,
,2014,36.7704731,0.2043,3.44,,8.71,438,,5153,694.627,
,2014,36.7704731,0.2043,3.44,,8.71,438,,5153,694.627,
,2014,36.7704935,,,,,,,4881,694.627,
,2014,36.77042443,,,,,,,4881,694.627,
,2014,36.77031,0.205,2.7,,,,,5147,694.627,
,2014,36.7704935,0.2036,2.83,,8.6,437,,5142,694.627,
,2014,36.7704731,,3.35,,,,,4958,694.627,
,2014,,,2.654,,6.6,,,4962,694.627,
,2014,36.77019,0.201,2.53,,,422,,5115,694.627,
,2014,36.77045659,,,,,,,4881,694.627,
,2014,36.7704731,0.2043,3.44,,8.71,438,,5153,694.627,
,2023,0.76402007,0.0154,0.89,,1532.82,1596,,5153,694.627,
,2023,0.76402007,0.0154,0.89,,1532.82,1596,,5153,694.627,
,2023,0.76400799,,0.89,,,,,5142,694.627,
,2023,0.76401755,,,,,,,4881,694.627,
,2023,0.764022,0.015,0.78,,,1544,,5115,694.627,
,2023,0.76402007,0.0154,0.89,,1532.82,1596,,5153,694.627,
,2023,0.76401755,0.0154,0.86,,1503.79,1589,,5142,694.627,
,2014,,,2.724,,627.37,,,5637,1786.48,
,2014,3.54654173,,,,,,,5482,1786.48,
,2014,3.54653181,0.0469,2.18,,510.26,1212,,5993,1786.48,
,2014,3.54653414,,1.9,,,,,5536,1786.48,
,2014,3.54653181,,,,,,,5482,1786.48,
,2014,3.546511,0.047,2.16,,,,,6002,1786.48,
,2014,3.54653414,0.0469,2.17,,510.26,1212,,5993,1786.48,
,2014,3.54653414,0.0469,2.17,,510.26,1212,,5993,1786.48,
,2014,3.546534,0.046,2.07,,,1164,,5934,1786.48,
,2014,3.54653414,0.0469,2.17,,510.26,1212,,5993,1786.48,
,2014,5.70078,0.063,1.76,,,994,,5934,1786.48,
,2014,,,2.546,,332.74,,,5637,1786.48,
,2014,5.70071153,0.0644,1.93,,270.62,1034,,5993,1786.48,
,2014,5.70071153,0.0644,1.93,,270.62,1034,,5993,1786.48,
,2014,5.70071153,,1.71,,,,,5536,1786.48,
,2014,5.70072513,,,,,,,5482,1786.48,
,2014,5.70070626,0.0644,2.03,,270.62,1035,,5993,1786.48,
,2014,5.70071153,0.0644,1.93,,270.62,1034,,5993,1786.48,
,2014,5.70070626,,,,,,,5482,1786.48,
,2014,5.700786,0.065,1.88,,,,,6002,1786.48,
,2014,2.58082149,0.0358,1.65,,540.05,1229,,5513,1056.48,
,2014,2.580827,0.035,1.32,,,,,5299,1056.48,
,2014,2.58083264,,,,,,,5193,1056.48,
,2014,,,1.342,,394.3,,,5248,1056.48,
,2014,2.58083264,0.0345,1.31,,386.18,1130,,5296,1056.48,
,2014,2.58082149,0.0358,1.65,,540.05,1229,,5513,1056.48,
,2014,2.580788,0.035,1.54,,,1205,,5447,1056.48,
,2014,2.58081782,,,,,,,5193,1056.48,
,2014,2.58082149,,1.41,,,,,5282,1056.48,
,2014,2.58082149,0.0358,1.65,,540.05,1229,,5513,1056.48,
,2014,3.71545391,0.0457,1.79,,331.41,1088,,5513,1056.48,
,2014,3.71545391,,1.59,,,,,5282,1056.48,
,2014,3.71545391,0.0457,1.79,,331.41,1088,,5513,1056.48,
,2014,3.71545593,0.044,1.46,,237.42,1001,,5296,1056.48,
,2014,3.715335,0.045,1.47,,,,,5299,1056.48,
,2014,,,1.502,,242.42,,,5248,1056.48,
,2014,3.715345,0.044,1.88,,,1075,,5447,1056.48,
,2014,3.71539942,,,,,,,5193,1056.48,
,2014,3.71545593,,,,,,,5193,1056.48,
,2014,3.71545391,0.0457,1.79,,331.41,1088,,5513,1056.48,
,2014,7.0556671,0.0701,2.57,,140.85,879,,5513,1056.48,
,2014,7.05564542,,,,,,,5193,1056.48,
,2014,7.0556584,0.0675,2.13,,100.88,808,,5296,1056.48,
,2014,7.0556671,0.0701,2.57,,140.85,879,,5513,1056.48,
,2014,7.0556671,,2.3,,,,,5282,1056.48,
,2014,7.0556584,,,,,,,5193,1056.48,
,2014,,,2.185,,103,,,5248,1056.48,
,2014,7.055679,0.068,2.23,,,,,5299,1056.48,
,2014,7.0556671,0.0701,2.57,,140.85,879,,5513,1056.48,
,2014,7.05568327,,,,,,,5193,1056.48,
,2014,7.055652,0.068,2.7,,,864,,5447,1056.48,
,2014,11.97868371,,,,,,,5193,1056.48,
,2014,11.97884409,,,,,,,5193,1056.48,
,2014,11.97865,0.096,2.5,,,727,,5447,1056.48,
,2014,11.97901,0.097,2.67,,,,,5299,1056.48,
,2014,11.97884409,0.096,2.11,,49.87,678,,5296,1056.48,
,2014,11.978822,0.0997,2.86,,69.63,737,,5513,1056.48,
,2014,11.978822,0.0997,2.86,,69.63,737,,5513,1056.48,
,2014,11.97877778,,,,,,,5193,1056.48,
,2014,11.978822,0.0997,2.86,,69.63,737,,5513,1056.48,
,2014,,,2.164,,50.92,,,5248,1056.48,
,2014,11.978822,,2.56,,,,,5282,1056.48,
,2014,20.8341497,,,,,,,5193,1056.48,
,2014,20.834237,0.141,2.35,,,,,5299,1056.48,
,2014,20.8342947,0.1442,2.94,,33.29,613,,5513,1056.48,
,2014,20.8342947,0.1442,2.94,,33.29,613,,5513,1056.48,
,2014,20.83433285,,,,,,,5193,1056.48,
,2014,20.83419383,,,,,,,5193,1056.48,
,2014,,,2.324,,24.32,,,5248,1056.48,
,2014,20.8341497,0.1389,2.26,,23.82,563,,5296,1056.48,
,2014,20.8342947,,2.57,,,,,5282,1056.48,
,2014,20.8342947,0.1442,2.94,,33.29,613,,5513,1056.48,
,2014,20.83428,0.14,3,,,602,,5447,1056.48,
,2014,19.2540693,,,,,,,5412,974.633,
,2014,,,2.75,,28.94,,,5483,974.633,
,2014,19.25405306,0.1424,3,,44.17,657,,5798,974.633,
,2014,19.25405306,0.1424,3,,44.17,657,,5798,974.633,
,2014,19.25416,0.138,2.6,,,624,,5714,974.633,
,2014,19.25405306,0.1424,3,,44.17,657,,5798,974.633,
,2014,19.25404056,,,,,,,5412,974.633,
,2014,19.25405306,,2.89,,,,,5547,974.633,
,2014,19.25404023,,,,,,,5412,974.633,
,2014,19.25404023,0.1424,3.04,,44.17,657,,5798,974.633,
,2014,19.254196,0.144,3.07,,,,,5804,974.633,
,2014,54.1561078,0.2838,3.81,,11.12,466,,5798,974.633,
,2014,54.15639829,,,,,,,5412,974.633,
,2014,54.1558384,,,,,,,5412,974.633,
,2014,54.155743,0.286,3.83,,,,,5804,974.633,
,2014,,,3.504,,7.29,,,5483,974.633,
,2014,54.15784,0.276,3.2,,,442,,5714,974.633,
,2014,54.15626716,,,,,,,5412,974.633,
,2014,54.1561078,0.2838,3.81,,11.12,466,,5798,974.633,
,2014,54.1558384,0.2838,3.88,,11.12,466,,5798,974.633,
,2014,54.1561078,0.2838,3.81,,11.12,466,,5798,974.633,
,2014,54.1561078,,3.69,,,,,5547,974.633,
,2014,3.70122061,0.0469,1.62,,330.02,1087,,5616,1357.01,
,2014,3.70122061,,,,,,,5459,1357.01,
,2014,3.701311,0.047,1.74,,,1129,,5870,1357.01,
,2014,,,1.675,,329.8,,,5513,1357.01,
,2014,3.70120482,0.0473,1.79,,431.21,1162,,5910,1357.01,
,2014,3.70120482,0.0473,1.79,,431.21,1162,,5910,1357.01,
,2014,3.70119732,,,,,,,5459,1357.01,
,2014,3.701212,0.048,1.77,,,,,5913,1357.01,
,2014,3.70120482,0.0473,1.79,,431.21,1162,,5910,1357.01,
,2014,3.70120482,,1.73,,,,,5559,1357.01,
,2014,6.62643626,0.0698,2.8,,198.02,957,,5910,1357.01,
,2014,6.62642692,,,,,,,5459,1357.01,
,2014,6.62643441,,,,,,,5459,1357.01,
,2014,,,2.635,,151.49,,,5513,1357.01,
,2014,6.62643626,,2.73,,,,,5559,1357.01,
,2014,6.62643626,0.0698,2.8,,198.02,957,,5910,1357.01,
,2014,6.626389,0.069,2.7,,,932,,5870,1357.01,
,2014,6.6264,0.071,2.71,,,,,5913,1357.01,
,2014,6.62643441,0.0692,2.54,,151.59,895,,5616,1357.01,
,2014,6.62643626,0.0698,2.8,,198.02,957,,5910,1357.01,
,2014,6.62641755,,,,,,,5459,1357.01,
,2014,12.64481,0.102,1.53,,,752,,5631,1699.19,
,2014,12.6450451,0.0987,1.45,,71.28,741,,5607,1699.19,
,2014,12.6450451,0.0987,1.45,,71.28,741,,5607,1699.19,
,2014,12.645164,0.099,1.22,,,,,5603,1699.19,
,2014,,,4.14,,391.01,,,5253,1699.19,
,2014,12.64506533,,,,,,,5327,1699.19,
,2014,12.6450451,0.0987,1.45,,71.28,741,,5607,1699.19,
,2014,12.64504291,,,,,,,5327,1699.19,
,2014,12.6450451,,1.4,,,,,5411,1699.19,
,2014,12.64504291,0.0987,1.55,,71.28,741,,5607,1699.19,
,2014,21.5262569,0.1408,1.2,,35.03,620,,5607,1699.19,
,2014,,,3.616,,192.14,,,5253,1699.19,
,2014,21.5262958,0.1408,1.36,,35.03,621,,5607,1699.19,
,2014,21.5262958,,,,,,,5327,1699.19,
,2014,21.5262569,0.1408,1.2,,35.03,620,,5607,1699.19,
,2014,21.5262569,,1.12,,,,,5411,1699.19,
,2014,21.5262569,0.1408,1.2,,35.03,620,,5607,1699.19,
,2014,21.52648147,,,,,,,5327,1699.19,
,2014,21.5266551,,,,,,,5327,1699.19,
,2014,21.52651,0.145,1.42,,,631,,5631,1699.19,
,2014,21.526258,0.142,1.17,,,,,5603,1699.19,
,2014,33.88489343,,,,,,,5327,1699.19,
,2014,33.88489,0.197,1.72,,,541,,5631,1699.19,
,2014,33.88451892,,,,,,,5327,1699.19,
,2014,33.884054,0.192,1.36,,,,,5603,1699.19,
,2014,,,4.629,,104.96,,,5253,1699.19,
,2014,33.8845825,,,,,,,5327,1699.19,
,2014,33.88470104,,,,,,,5327,1699.19,
,2014,33.88489343,,1.4,,,,,5411,1699.19,
,2014,33.88489343,,,,,,,5327,1699.19,
,2014,33.8845825,0.1905,1.74,,19.13,533,,5607,1699.19,
,2014,33.88489343,,,,,,,5327,1699.19,
,2014,,0.082,2.15,,,495,,3821,,
,2014,10.86431,0.077,1.53,,,434,,3862,,
,2014,10.86443187,0.0696,35.38,,3.87,358,,3517,,
,2014,,,0.987,,23.85,,,3622,,
,2014,10.8644095,0.0704,1.14,,4.09,363,,3526,,
,2014,3.622,,0.47,,7.95,,,3424,,
,2014,10.86443187,0.0696,35.38,,3.87,358,,3517,,
,2014,10.86443187,0.0696,35.38,,3.87,358,,3517,,
,2014,3.621457,0.039,0.94,,,,,4249,,
,2014,3.621387,0.03341,1.01,,,515,M2 V,3517,,
,2014,10.86443187,,35.25,,,,,3558,,
,2014,10.8644095,,,,,,,,,
,2014,10.86437311,,,,,,,,,
,2014,10.864384,0.079,1.61,,6.5,,,3740,,
,2014,5.84164124,,1.52,,,,,3558,,
,2014,5.8416366,0.0521,2,,14.8,,,3740,,
,2014,5.841648,0.054,2.15,,,,,4249,,
,2014,5.841641,0.051,1.89,,,533,,3862,,
,2014,5.84164124,0.046,1.52,,8.86,440,,3517,,
,2014,,0.054,3.35,,,606,,3821,,
,2014,,,1.726,,12.61,,,3622,,
,2014,5.842,,0.84,,4.2,,,3424,,
,2014,5.84163878,,,,,,,,,
,2014,5.8416217,,,,,,,,,
,2014,5.84163661,,,,,,,,,
,2014,5.84164124,0.046,1.52,,8.86,440,,3517,,
,2014,5.84161806,0.04595,1.53,,,439,M2 V,3517,,
,2014,5.84164124,0.046,1.52,,8.86,440,,3517,,
,2014,5.84163661,0.0465,1.38,,9.38,446,,3526,,
,2014,19.85028393,,1.65,,,,,3558,,
,2014,19.85028349,,,,,,,,,
,2014,19.85029495,,,,,,,,,
,2014,19.85028256,,,,,,,,,
,2014,19.85028393,0.104,1.65,,1.73,293,,3517,,
,2014,19.850242,0.122,2.28,,,,,4249,,
,2014,19.85028393,0.104,1.65,,1.73,293,,3517,,
,2014,19.85,,0.92,,0.82,,,3424,,
,2014,19.85037041,0.10386,1.45,,,292,M2 V,3517,,
,2014,19.85028393,0.104,1.65,,1.73,293,,3517,,
,2014,19.850291,0.118,2.09,,2.9,,,3740,,
,2014,,,1.874,,2.47,,,3622,,
,2014,,0.123,2.69,,,403,,3821,,
,2014,19.85029495,0.1052,1.52,,1.83,297,,3526,,
